title,year,certificate,duration,genre,rating
Rebecka Martinsson,(2017– ),Not Rated,45 min,"Crime, Drama, Mystery",7.1
Halo 4: Forward Unto Dawn,-2012,Not Rated,100 min,"Action, Sci-Fi, Thriller",6.7
The King's Avatar,-2019,,45 min,"Action, Adventure",8.2
Chewing Gum,(2015–2017),TV-MA,23 min,Comedy,7.7
The Unlikely Murderer,-2021,TV-MA,228 min,"Crime, Drama",7
The Saint,(2017 TV Movie),Not Rated,91 min,"Action, Adventure, Crime",4.9
Earwig and the Witch,(2020 TV Movie),PG,82 min,"Animation, Adventure, Family",4.8
Resident Evil: Infinite Darkness,(2021– ),TV-MA,26 min,"Animation, Action, Horror",5.7
Monster,2018,Unrated,98 min,"Crime, Drama",6.5
Last Chance U,(2016–2020),TV-MA,55 min,"Documentary, Sport",8.4
DC Super Hero Girls,(2019– ),TV-PG,11 min,"Animation, Action, Adventure",7.1
Alex Strangelove,-2018,TV-MA,99 min,"Comedy, Drama, Romance",6.3
You Are SO Not Invited to My Bat Mitzvah!,2023,,,Comedy,
The Other Side of the Wind,-2018,R,122 min,Drama,6.7
Day of the Dead: Bloodline,-2017,R,90 min,"Action, Drama, Horror",3.4
Jigsaw,(2022– ),,,"Action, Crime, Drama",
Afro Samurai,-2007,TV-MA,26 min,"Animation, Action, Adventure",7.6
The Octonauts,(2010– ),TV-Y,11 min,"Animation, Adventure, Comedy",7.6
Women of the Night,(2019–2020),,47 min,"Crime, Drama",6.3
Trollhunters: Rise of the Titans,-2021,TV-Y7,104 min,"Animation, Action, Adventure",6.6
Masaba Masaba,(2020– ),TV-MA,50 min,"Comedy, Drama",6.7
Equinox,-2020,TV-MA,43 min,"Drama, Fantasy, Mystery",6.1
Radium Girls,-2018,Not Rated,102 min,"Drama, History",6.2
The Quake,-2018,PG-13,106 min,"Action, Drama, Thriller",6.2
Rurouni Kenshin: Final Chapter Part I - The Final,-2021,TV-MA,138 min,"Action, Drama",7.2
Cracow Monsters,(2022– ),TV-MA,60 min,"Adventure, Drama, Fantasy",5.5
The Lovebirds,-2020,R,86 min,"Action, Comedy, Crime",6.1
Moriarty the Patriot,(2020– ),TV-14,,"Animation, Crime, History",8
First They Killed My Father,-2017,TV-MA,136 min,"Biography, Drama, History",7.1
Puella Magi Madoka Magica,-2011,TV-14,24 min,"Animation, Drama, Fantasy",8.2
Ngeri-Ngeri Sedap,-2022,,114 min,"Comedy, Drama",8.5
"Berlin, I Love You",-2019,R,120 min,"Drama, Romance",4.6
Zeitgeist,(2007 Video),Not Rated,118 min,"Documentary, History",8.1
Otherhood,-2019,R,100 min,Comedy,6.1
Mystery Science Theater 3000,(2017–2022),TV-14,90 min,"Comedy, Drama, Horror",8.1
100 Days My Prince,-2018,,75 min,"Action, Comedy, History",7.7
Gentefied,(2020–2021),TV-MA,,Comedy,7.4
Million Dollar Arm,-2014,PG,124 min,"Biography, Drama, Sport",7
The Naked Director,(2019– ),TV-MA,48 min,"Biography, Drama",7.7
Someone Has to Die,-2020,TV-MA,149 min,"Crime, Drama, Thriller",6.3
Damsel,-2023,,,"Adventure, Fantasy",
13th,-2016,TV-MA,100 min,"Documentary, Crime, History",8.2
Sniper: Ghost Shooter,(2016 Video),R,99 min,"Action, Drama, Thriller",5.4
Unit 42,(2017– ),,52 min,"Crime, Drama, Thriller",6.9
The Mercy,-2018,Not Rated,112 min,"Adventure, Biography, Drama",6
6 Years,-2015,Not Rated,79 min,"Drama, Romance",5.5
Wolfblood,(2012–2017),TV-PG,30 min,"Family, Fantasy",7.4
Rurôni Kenshin: Sai shûshô - The Beginning,-2021,TV-MA,137 min,"Action, Adventure, Drama",7.4
The Last Czars,-2019,TV-MA,45 min,"Documentary, Drama, History",7.3
Rainbow,-2022,,117 min,Drama,
British Men Behaving Badly,(1992–2014),,45 min,Comedy,7.7
My ID Is Gangnam Beauty,-2018,,60 min,"Comedy, Romance",7.4
Charming,-2018,TV-Y7,85 min,"Animation, Adventure, Comedy",5.6
Minnal Murali,-2021,TV-14,158 min,"Action, Adventure, Comedy",7.9
Life's Too Short,(2011–2013),TV-MA,30 min,Comedy,7.5
Black Island,(2021 TV Movie),TV-MA,104 min,"Drama, Mystery, Thriller",5.2
Transformers: War for Cybertron Trilogy,(2020–2021),TV-Y7,30 min,"Animation, Action, Adventure",7.3
White Snake 2: Green Snake,-2021,,131 min,"Animation, Action, Adventure",6.8
Super Crooks,(2021– ),TV-MA,30 min,"Animation, Action, Adventure",7.1
My Best Friend Anne Frank,-2021,TV-14,103 min,Drama,6.2
Jeffrey Epstein: Filthy Rich,-2020,TV-MA,227 min,"Documentary, Crime",7.1
"Love, Guaranteed",-2020,TV-PG,90 min,"Comedy, Romance",5.6
Minecraft: Story Mode,-2018,TV-PG,,"Animation, Adventure",5.6
Pacific Rim: The Black,(2021–2022),TV-14,24 min,"Animation, Action, Adventure",7
Operation Christmas Drop,-2020,TV-G,95 min,"Comedy, Family, Romance",5.8
The Father Who Moves Mountains,-2021,TV-MA,108 min,"Drama, Thriller",5.5
Blue Mountain State: The Rise of Thadland,-2016,R,90 min,"Comedy, Sport",5.7
Rookie Historian Goo Hae-Ryung,-2019,,35 min,"Comedy, Drama, History",8.1
Deadman Wonderland,-2011,TV-MA,24 min,"Animation, Action, Drama",7.1
Sniper: Assassin's End,(2020 Video),R,95 min,"Action, Thriller",5.3
Lunatics,-2019,TV-MA,35 min,Comedy,6.5
Pom Poko,-1994,PG,119 min,"Animation, Comedy, Drama",7.3
Aunty Donna's Big Ol' House of Fun,(2020– ),TV-MA,20 min,Comedy,7.9
Anxious People,-2021,TV-MA,171 min,"Comedy, Crime, Drama",6.8
Abyss,-2019,TV-14,60 min,"Crime, Fantasy, Romance",7.1
Triple Threat,-2019,R,96 min,"Action, Thriller",5.6
Ghost Wars,(2017–2018),TV-14,60 min,"Drama, Fantasy, Horror",6.2
Ashes of Love,-2018,,45 min,"Comedy, Fantasy, Romance",8.3
The Bride of Habaek,-2017,,70 min,"Comedy, Fantasy, Romance",6.9
Down to Earth with Zac Efron,(2020– ),TV-PG,,"Documentary, History, Reality-TV",8
Neumatt,(2021– ),TV-MA,45 min,Drama,6.9
Rust Valley Restorers,(2018– ),TV-14,38 min,Documentary,7.7
Eat the Rich: The GameStop Saga,-2022,,,Documentary,
Bleach,-2018,TV-14,108 min,"Action, Adventure, Fantasy",6.3
Observe and Report,-2009,R,86 min,"Comedy, Crime, Drama",5.7
Live Up to Your Name,-2017,,60 min,"Drama, Fantasy, Romance",8
Shaman King,(2021–2022),TV-PG,23 min,"Animation, Action, Adventure",7
Club de Cuervos,(2015– ),TV-MA,40 min,"Comedy, Drama",8.2
The Girl on the Train,-2021,TV-MA,120 min,"Crime, Drama, Mystery",4.4
A Man in Full,2023,,,Drama,
The Fame Game,(2022– ),TV-MA,45 min,"Drama, Mystery, Thriller",6.7
The Keepers,2017,TV-MA,436 min,"Documentary, Crime, Mystery",8.1
Queen,-2022,TV-MA,200 min,Drama,7.1
Those Who Read the Hearts of Evil,(2022– ),,,"Crime, Drama, Mystery",8.1
Power Rangers Beast Morphers,(2019–2020),TV-Y7,21 min,"Action, Adventure, Comedy",6.5
Damascus Cover,-2017,R,93 min,"Mystery, Thriller",5.3
Dirty Lines,(2022– ),TV-MA,45 min,"Drama, History",7.4
The Time in Between,(2013–2014),,853 min,"Adventure, Drama, History",8.3
Double World,-2020,,110 min,"Action, Adventure, Fantasy",6.1
Cathedral of the Sea,-2018,TV-MA,55 min,"Drama, History",7.4
Untitled Kanye West Documentary,-2022,TV-MA,90 min,"Documentary, Music",8
Pee-wee's Big Holiday,-2016,TV-PG,90 min,"Comedy, Family",6.1
Untold: Breaking Point,-2021,TV-MA,68 min,"Documentary, Sport",7.6
One Spring Night,-2019,,35 min,"Drama, Romance",7.9
The After Party,2018,Not Rated,120 min,"Comedy, Music",5.7
The Wasteland,-2021,TV-MA,92 min,"Drama, Horror, Mystery",4.6
Berserk: The Golden Age Arc I - The Egg of the King,-2012,TV-MA,76 min,"Animation, Action, Adventure",7.5
A Kidnapping Scandal: The Florence Cassez Affair,-2022,TV-MA,287 min,"Documentary, Crime",7.1
Trese,(2021– ),TV-MA,33 min,"Animation, Action, Adventure",7
Animal Crackers,-2017,TV-Y7,105 min,"Animation, Adventure, Comedy",5.8
Night in Paradise,-2020,TV-MA,131 min,"Action, Crime, Drama",6.7
Don't Blame Karma!,-2022,TV-MA,85 min,"Comedy, Romance",4.6
After Porn Ends,-2012,Not Rated,94 min,Documentary,5.7
Ghoul,-2018,TV-MA,45 min,"Drama, Fantasy, Horror",7
The Dawn Wall,-2017,Not Rated,100 min,"Documentary, Biography, Sport",8.1
I'm Not a Robot,(2017–2018),TV-14,35 min,"Comedy, Romance, Sci-Fi",8
King Cobra,-2016,Not Rated,91 min,"Crime, Drama",5.6
What Keeps You Alive,-2018,R,98 min,"Horror, Thriller",5.7
The Way of the Househusband,(2021– ),TV-14,16 min,"Animation, Action, Comedy",7.3
Earthquake Bird,-2019,R,107 min,"Crime, Drama, Mystery",5.9
The Perfumier,-2022,TV-MA,96 min,"Crime, Drama, Thriller",3.8
B*A*P*S,-1997,PG-13,91 min,Comedy,4.6
Message from the King,-2016,R,102 min,"Action, Crime, Drama",6.4
How to Plan an Orgy in a Small Town,-2015,TV-MA,101 min,"Comedy, Drama",5.4
Racing Stripes,-2005,PG,102 min,"Adventure, Comedy, Drama",5.2
After Porn Ends 2,-2017,TV-MA,90 min,Documentary,5.5
Players,-2022,,,"Comedy, Romance",
Silver Skates,-2020,TV-MA,130 min,"Adventure, Drama, Family",7.1
Zach Stone Is Gonna Be Famous,-2013,TV-14,21 min,Comedy,8.3
Yasuke,(2021– ),TV-MA,30 min,"Animation, Action, Adventure",6.2
Ocean Waves,(1993 TV Movie),PG-13,76 min,"Animation, Drama, Romance",6.6
The Trials of Gabriel Fernandez,-2020,TV-MA,331 min,"Documentary, Crime",8.1
Married to Medicine,(2013– ),TV-14,43 min,Reality-TV,5.5
The Returned,-2015,TV-14,42 min,"Drama, Fantasy, Horror",7
Gore,,,,Drama,
Haters Back Off!,(2016–2017),TV-14,30 min,"Comedy, Drama, Family",5.9
Glitch,(2022– ),,60 min,"Comedy, Mystery, Sci-Fi",
Tower of God,-2020,TV-14,23 min,"Animation, Action, Adventure",7.7
Irish Wish,,,,"Comedy, Fantasy, Romance",
Fullmetal Alchemist: Final Transmutation,-2022,,142 min,"Action, Adventure, Fantasy",5.7
Balls Out,-2014,R,100 min,"Comedy, Sport",4.3
Uncorked,2020,TV-MA,104 min,Drama,6.4
Berserk: The Golden Age Arc III - The Advent,-2013,Not Rated,110 min,"Animation, Action, Adventure",7.8
Point Blank,-2019,TV-MA,86 min,"Action, Crime, Drama",5.7
Det som göms i snö,(2018– ),TV-14,43 min,"Crime, Drama, Mystery",7.4
My Secret Romance,-2017,TV-14,47 min,"Comedy, Romance",7.1
The A List,(2018–2021),TV-14,25 min,"Crime, Drama, Mystery",5.4
Making Fun,(2022– ),,,Reality-TV,7.1
Private Life,-2018,R,123 min,"Comedy, Drama",7.2
Acrimony,-2018,R,120 min,"Horror, Romance, Thriller",5.8
Mark Felt: The Man Who Brought Down the White House,-2017,PG-13,103 min,"Biography, Drama, History",6.4
Like Father,-2018,TV-MA,98 min,"Comedy, Drama",6.1
The Bastard Son & The Devil Himself,(2021– ),,60 min,"Action, Adventure, Drama",
Other People,2016,Unrated,97 min,"Comedy, Drama",6.8
Anne+,-2021,,94 min,Drama,6.1
Fire with Fire,2012,R,97 min,"Action, Thriller",5.6
The Salisbury Poisonings,-2020,TV-14,58 min,"Drama, History, Thriller",7.2
Slugterra,(2012–2016),TV-Y7,22 min,"Animation, Action, Adventure",6.9
Article 15,-2019,Not Rated,130 min,"Crime, Drama, Mystery",8.2
Touch Your Heart,-2019,,60 min,"Comedy, Romance",7.6
Steins;Gate 0,-2018,TV-14,30 min,"Animation, Drama, Mystery",8.4
Lawless Lawyer,-2018,,60 min,"Action, Drama, Thriller",7.6
In Good Hands,-2022,TV-MA,104 min,"Comedy, Drama, Romance",5.6
Rosario + Vampire,-2008,TV-14,25 min,"Animation, Comedy, Fantasy",6.9
Mine,(2021– ),,70 min,"Drama, Mystery",7.7
Celeste & Jesse Forever,-2012,R,92 min,"Comedy, Drama, Romance",6.6
The Last Bus,(2022– ),TV-Y7,35 min,"Adventure, Comedy, Drama",5.1
Cinderella and the Four Knights,-2016,,60 min,"Comedy, Romance",7.4
Champions,-2018,TV-14,30 min,Comedy,6
Lockwood & Co,(2023– ),,60 min,"Action, Adventure, Drama",
Summertime,(2020–2022),TV-MA,40 min,"Drama, Romance",6.1
School Tales the Series,-2022,TV-MA,384 min,"Horror, Mystery",5.2
"Oh, Ramona!",-2019,,109 min,"Comedy, Romance",4.8
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,(2021– ),TV-14,24 min,"Animation, Action, Fantasy",7.4
The Liberator,(2020– ),TV-MA,,"Animation, Action, Drama",7.6
The World's Most Amazing Vacation Rentals,(2021– ),TV-PG,,Reality-TV,6.7
System Crasher,-2019,,125 min,Drama,7.8
SPF-18,-2017,PG-13,75 min,"Drama, Romance, Sport",3.2
The Rational Life,(2021– ),,45 min,"Drama, Romance",8.1
Bad Vegan: Fame. Fraud. Fugitives.,-2022,TV-MA,209 min,"Documentary, Crime",5.9
A Tale Dark & Grimm,(2021– ),TV-Y7,26 min,"Animation, Action, Adventure",7.3
Sharknado 4: The 4th Awakens,(2016 TV Movie),TV-14,95 min,"Action, Adventure, Comedy",3.8
Code Lyoko,(2003–2007),TV-Y7,26 min,"Animation, Action, Adventure",7.3
Contracted,-2013,Not Rated,84 min,"Drama, Horror, Thriller",5.3
The Empress Ki,(2013–2014),,,"Action, Drama, History",8.4
Unicorn Store,-2017,TV-PG,92 min,"Comedy, Drama, Fantasy",5.6
Snowflake Mountain,(2022– ),TV-MA,40 min,Reality-TV,5.4
Marfa Girl,-2012,Unrated,105 min,Drama,5.2
Back in Action,2023,,,"Action, Comedy",
The Beyond,-2017,TV-14,103 min,"Drama, Sci-Fi",4.9
XX,-2017,R,80 min,Horror,4.6
The Prince,2014,R,93 min,"Action, Thriller",4.6
Do Do Sol Sol La La Sol,-2020,,60 min,"Comedy, Drama, Music",7.3
When They Cry,-2006,TV-MA,24 min,"Animation, Drama, Horror",7.9
Ghost Stories,-2020,TV-MA,144 min,"Horror, Thriller",4.4
Unstoppable,(2020– ),,43 min,"Comedy, Drama",7.2
Riverdance: The Animated Adventure,-2021,TV-G,90 min,"Animation, Adventure, Comedy",5.5
The Final Girl,-2010,TV-MA,80 min,Drama,3.5
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,(2018 TV Special),TV-14,74 min,Comedy,7.1
Plan A Plan B,-2022,,105 min,"Comedy, Romance",
Hey Duggee,(2014– ),TV-Y,7 min,"Animation, Comedy, Family",8.9
V/H/S Viral,-2014,R,81 min,"Horror, Thriller",4.2
Stalked by My Doctor,(2015 TV Movie),TV-14,88 min,Thriller,5.4
Fate/stay night [Unlimited Blade Works],(2014–2015),TV-14,24 min,"Animation, Action, Adventure",8
1983,-2018,TV-MA,60 min,"Crime, Drama, Thriller",6.7
Clarence,(2013–2018),TV-PG,23 min,"Animation, Short, Adventure",6.7
Debt Collectors,-2020,,97 min,"Action, Comedy",5.8
An Inconvenient Truth,-2006,PG,96 min,"Documentary, News",7.4
Finding Ola,(2022– ),TV-14,52 min,"Comedy, Drama",7.5
The Defiant Ones,-2017,TV-MA,60 min,"Documentary, Biography, Crime",8.5
The Life Ahead,-2020,PG-13,94 min,Drama,6.8
Don't Kill Me,-2021,TV-MA,90 min,"Fantasy, Horror, Romance",4.3
The Perfect Family,-2021,TV-MA,110 min,Comedy,5.3
Jingle Jangle: A Christmas Journey,-2020,PG,122 min,"Family, Fantasy, Musical",6.4
Dry Martina,-2018,,95 min,"Comedy, Drama",5.8
Sentinelle,-2021,TV-MA,80 min,"Action, Crime, Drama",4.7
DreamWorks Dragons,(2012–2014),TV-Y7,22 min,"Animation, Action, Adventure",7.9
Scum's Wish,2017,TV-MA,22 min,"Animation, Drama, Romance",6.8
Ghost Doctor,(2022– ),,60 min,"Comedy, Fantasy, Romance",7.9
Joshua,-2007,R,106 min,"Drama, Horror, Thriller",5.8
Owari no serafu,-2015,TV-14,24 min,"Animation, Action, Adventure",7.5
Down a Dark Hall,-2018,PG-13,96 min,"Drama, Fantasy, Horror",5
Lady Driver,-2020,PG,104 min,Sport,5.7
Memories of a Murderer: The Nilsen Tapes,-2021,TV-MA,84 min,"Documentary, Biography, Crime",6.3
The Innocents,-2018,TV-MA,60 min,"Drama, Horror, Mystery",6.2
Roped,-2020,PG,91 min,"Comedy, Drama, Family",5.4
3Below: Tales of Arcadia,(2018–2019),TV-Y7-FV,24 min,"Animation, Action, Adventure",7.7
Richie Rich,-2015,TV-G,22 min,Comedy,3.1
Nothing to Hide,-2018,TV-MA,90 min,"Comedy, Drama",6.8
The Deliverance,2023,,,"Horror, Thriller",
Your Place or Mine,-2022,,,"Comedy, Romance",
Pretend It's a City,-2021,TV-14,203 min,"Documentary, Biography, Comedy",8.1
Special Forces,-2011,R,109 min,"Action, Drama, War",6.3
Tell Me Who I Am,-2019,TV-MA,86 min,"Documentary, Drama, Mystery",7.6
Next Gen,2018,TV-PG,106 min,"Animation, Action, Adventure",6.6
The Angel,-2018,TV-MA,114 min,"Action, Biography, Drama",6.6
From the Dark,-2014,Unrated,90 min,"Horror, Thriller",4.9
Return to Space,-2022,TV-MA,128 min,Documentary,7.3
The Stranger,-1946,Passed,95 min,"Crime, Drama, Film-Noir",7.3
Frequency,(2016–2017),TV-MA,42 min,"Drama, Fantasy, Mystery",7.4
The Hunting,-2019,,,Drama,7.2
The Bletchley Circle: San Francisco,-2018,TV-14,45 min,"Crime, Drama, History",6.8
Happy as Lazzaro,-2018,PG-13,128 min,"Drama, Fantasy, Mystery",7.5
Baby Fever,(2022– ),TV-MA,30 min,"Comedy, Drama, Romance",6.5
Blown Away,(2019– ),TV-PG,23 min,Reality-TV,7.1
American Factory,-2019,TV-14,110 min,Documentary,7.4
Your Name Engraved Herein,-2020,Not Rated,118 min,"Drama, Romance",7.2
A Babysitter's Guide to Monster Hunting,-2020,TV-PG,98 min,"Comedy, Family, Fantasy",5.4
The Bling Ring,-2022,TV-MA,65 min,"Documentary, Crime, History",5.6
"Web of Make Believe: Death, Lies and the Internet",(2022– ),TV-MA,60 min,"Documentary, Crime",6.4
Yeh Meri Family,-2018,TV-14,30 min,"Comedy, Drama, Family",9.1
Assassin's Creed,2023,TV-14,,"Action, Adventure, Drama",
Untitled Netflix Romcom,2023,,,"Comedy, Romance",
Blue Jay,2016,Unrated,80 min,"Drama, Romance",7.2
Meltdown: Three Mile Island,-2022,TV-14,172 min,"Documentary, History",6.8
Acts of Violence,-2018,R,86 min,"Action, Crime, Thriller",5.3
A Suitable Boy,-2020,TV-14,60 min,"Drama, Romance",6
Mongol: The Rise of Genghis Khan,-2007,R,126 min,"Action, Biography, Drama",7.2
A 2nd Chance,-2011,PG,90 min,"Adventure, Drama, Family",4.7
The Out-Laws,-2022,,,"Action, Comedy, Crime",
Mirai,-2018,PG,98 min,"Animation, Adventure, Drama",7
The Ruthless,-2019,TV-MA,111 min,"Crime, Drama",6.2
Two Is a Family,-2016,,118 min,"Comedy, Drama",7.3
ARQ,-2016,TV-MA,88 min,"Action, Sci-Fi, Thriller",6.3
My First First Love,-2019,,50 min,Drama,7.5
Tune in for Love,-2019,,122 min,"Drama, Romance",7.1
Raat Akeli Hai,-2020,TV-MA,149 min,"Crime, Drama, Mystery",7.2
Vampires vs. the Bronx,-2020,PG-13,85 min,"Comedy, Horror",5.7
Sonic X,(2003–2006),TV-Y7,30 min,"Animation, Action, Adventure",6.2
Jimmy Savile: A British Horror Story,-2022,TV-MA,170 min,"Documentary, Biography, Crime",6.7
A United Kingdom,-2016,PG-13,111 min,"Biography, Drama, History",6.9
I.T.,-2016,Not Rated,95 min,"Crime, Drama, Mystery",5.5
The Duchess,-2020,TV-MA,30 min,"Comedy, Drama",6.7
A California Christmas,-2020,PG-13,106 min,"Comedy, Drama, Romance",5.8
Jarhead 2: Field of Fire,(2014 Video),R,103 min,"Action, Drama, War",5.4
Signs,(2018– ),TV-MA,,"Crime, Thriller",6.4
Dolly Parton's Heartstrings,-2019,TV-14,62 min,"Comedy, Drama, Music",7.5
The Warrior's Way,-2010,R,100 min,"Action, Fantasy, Western",6.2
Wonder Park,-2019,PG,85 min,"Animation, Adventure, Comedy",5.8
Video Game High School,(2012–2014),TV-14,42 min,"Action, Romance, Sci-Fi",7.6
Ghost in the Shell SAC_2045,(2020– ),TV-MA,25 min,"Animation, Action, Crime",6.3
The Girl from Oslo,(2021– ),,35 min,"Drama, Thriller",6.3
Mascots,-2016,TV-MA,89 min,Comedy,5.8
Lady of Steel,(2014–2019),TV-14,,"Crime, Drama, Romance",6.9
Quien a hierro mata,-2019,TV-MA,107 min,"Drama, Thriller",6.6
Gantz,-2004,TV-MA,22 min,"Animation, Action, Drama",7.2
Eulachacha Waikiki,(2018–2019),,65 min,"Comedy, Drama",8.2
BattleBots,(2015– ),,,"Action, Game-Show, Reality-TV",8
Rustin,-2023,,,"Biography, Drama, History",
My Country: The New Age,-2019,,80 min,"Action, Drama, History",8.2
The Hater,-2020,TV-MA,135 min,"Drama, Thriller",7.1
Nimona,-2023,,,"Animation, Action, Adventure",
Tremors II: Aftershocks,(1996 Video),PG-13,100 min,"Action, Comedy, Horror",5.9
Blackout,2022,,91 min,"Action, Crime, Thriller",
The Machine,2013,R,91 min,"Action, Drama, Sci-Fi",6
Trash Truck,(2020– ),TV-Y,,"Animation, Family",8.5
Voyeur,2017,TV-MA,95 min,"Documentary, Crime",6.1
Post Mortem: No One Dies in Skarnes,(2021– ),TV-MA,44 min,"Comedy, Drama, Thriller",7.1
The Noel Diary,-2022,,99 min,"Comedy, Drama, Romance",
Doom of Love,-2022,TV-14,100 min,"Drama, Romance",4.9
Requiem,-2018,TV-MA,60 min,"Drama, Fantasy, Mystery",6.4
Hot Girls Wanted: Turned On,-2017,TV-MA,280 min,Documentary,6.6
Sam Morril: Same Time Tomorrow,(2022 TV Special),,43 min,Comedy,7.4
Trailer Park Boys: The Animated Series,(2019–2020),TV-MA,25 min,"Animation, Comedy",7.5
Mind Game,2004,,103 min,"Animation, Adventure, Comedy",7.7
Zero Chill,-2021,TV-G,35 min,"Comedy, Drama, Family",5.7
The InBESTigators,(2019– ),,,"Comedy, Crime, Family",8.2
Rosario Tijeras,(2016–2019),,43 min,"Action, Crime, Drama",6.1
Errementari,-2017,TV-MA,98 min,"Adventure, Fantasy, Horror",6.4
Wizards,-2020,TV-Y7-FV,233 min,"Animation, Action, Adventure",8.1
Elves,(2021– ),,24 min,"Drama, Fantasy, Horror",5.6
The Mire,(2018– ),TV-MA,50 min,"Crime, Drama, Thriller",7
Swedish Dicks,(2016–2018),TV-MA,30 min,"Comedy, Crime",6.7
A Very Secret Service,(2015–2018),,26 min,Comedy,7.7
JJ+E,-2021,TV-14,90 min,"Drama, Romance",5.3
Ugly,-2013,Not Rated,128 min,"Crime, Drama, Mystery",8
Four to Dinner,-2022,TV-MA,105 min,"Comedy, Romance",6.3
Put Your Head on My Shoulder,-2019,TV-14,45 min,"Comedy, Romance",8.1
Major Grom: Plague Doctor,-2021,TV-14,136 min,"Action, Crime",6.3
Palomino,2023,,,"Action, Adventure, Thriller",
Gnome Alone,-2017,PG,85 min,"Animation, Adventure, Comedy",5.6
Sharknado 2: The Second One,(2014 TV Movie),TV-14,95 min,"Action, Adventure, Comedy",4
The Inheritance,2022,,,"Horror, Thriller",
Edens Zero,(2021– ),TV-14,,"Animation, Action, Adventure",7.2
I'm No Longer Here,-2019,TV-MA,112 min,Drama,7.3
Stree,-2018,Not Rated,128 min,"Comedy, Horror",7.5
La Révolution,-2020,TV-14,,"Action, Adventure, Drama",6.6
Middle School: The Worst Years of My Life,-2016,PG,92 min,"Animation, Comedy, Family",6
Zapped,(2014 TV Movie),TV-G,102 min,"Comedy, Family, Fantasy",5
Bill Burr: Live at Red Rocks,(2022 TV Special),TV-MA,82 min,"Documentary, Comedy",7.7
Chosen,-2022,TV-MA,41 min,"Drama, Mystery, Sci-Fi",4.5
Father of the Year,-2018,TV-14,94 min,Comedy,5.2
Tag,-2015,,85 min,"Action, Drama, Fantasy",6.1
Toc Toc,-2017,TV-MA,90 min,Comedy,6.8
Wakfu,(2008–2017),TV-Y7-FV,24 min,"Animation, Action, Adventure",8.1
Mr. Roosevelt,-2017,R,90 min,Comedy,6.2
Rape Zombie: Lust of the Dead,-2012,Not Rated,73 min,Horror,3.7
Elvis Presley: The Searcher,-2018,TV-PG,205 min,"Documentary, Biography, Music",7.7
T-Rex Ranch,(2014– ),,,Family,5.6
Frontera Verde,-2019,,41 min,"Crime, Drama, Thriller",7.2
The Invisible Guardian,-2017,,129 min,"Crime, Thriller",6.4
